2013-05-01        miércoles        04   10   23   35   37   41
2013-05-04           sábado        01   15   21   25   36   42
2013-05-08        miércoles        01   08   14   23   30   32
2013-05-11           sábado        19   29   30   31   39   41
2013-05-15        miércoles        08   11   27   33   35   41
2013-05-18           sábado        02   03   13   21   38   40
2013-05-22        miércoles        07   12   27   28   39   43
2013-05-25           sábado        12   13   23   30   31   32
2013-05-29        miércoles        12   15   19   37   40   43
2013-06-01           sábado        03   08   20   24   29   45
2013-06-05        miércoles        17   22   30   36   40   44
2013-06-08           sábado        01   13   14   18   33   43
2013-06-12        miércoles        01   03   05   07   27   30
2013-06-15           sábado        01   14   17   20   30   43
2013-06-19        miércoles        17   18   31   33   39   40
2013-06-22           sábado        09   16   24   25   33   45
2013-06-26        miércoles        04   06   13   18   31   42
2013-06-29           sábado        02   23   25   31   34   43
2013-07-03        miércoles        03   06   09   16   28   40
2013-07-06           sábado        03   09   10   17   26   44
2013-07-10        miércoles        19   29   30   34   38   40
2013-07-13           sábado        04   13   16   21   30   43
2013-07-17        miércoles        13   15   20   22   41   44
2013-07-20           sábado        01   03   07   25   35   43
2013-07-24        miércoles        01   03   18   27   32   43
2013-07-27           sábado        08   14   22   23   32   45
2013-07-31        miércoles        13   14   16   37   40   45
2013-08-03           sábado        11   19   33   36   37   45
2013-08-07        miércoles        06   10   22   24   28   32
2013-08-10           sábado        21   28   33   37   43   44
2013-08-14        miércoles        17   25   29   30   31   34
2013-08-17           sábado        02   05   16   18   38   40
2013-08-21        miércoles        02   05   11   19   30   36
2013-08-24           sábado        12   19   21   28   31   33
2013-08-28        miércoles        07   11   16   21   30   43
2013-08-31           sábado        10   11   17   25   26   41
2013-09-04        miércoles        10   27   28   38   39   42
2013-09-07           sábado        19   22   27   40   43   44
2013-09-11        miércoles        08   09   23   38   39   40
2013-09-14           sábado        09   19   23   35   39   44
2013-09-18        miércoles        02   20   26   37   40   45
2013-09-21           sábado        03   17   22   24   36   42
2013-09-25        miércoles        04   09   10   23   27   32
2013-09-28           sábado        01   11   14   31   36   40
2013-10-02        miércoles        07   17   33   37   39   41
2013-10-05           sábado        04   22   28   32   35   43
2013-10-09        miércoles        04   07   24   30   39   44
2013-10-12           sábado        12   15   18   21   29   41
2013-10-16        miércoles        10   17   30   35   37   41
2013-10-19           sábado        02   11   19   30   33   38
2013-10-23        miércoles        23   25   30   38   44   45
2013-10-26           sábado        07   09   12   14   19   44
2013-10-30        miércoles        20   24   26   27   40   41
2013-11-02           sábado        11   19   26   30   34   40
2013-11-06        miércoles        02   11   14   34   37   39
2013-11-09           sábado        02   09   17   19   36   45
2013-11-13        miércoles        01   09   32   35   36   39
2013-11-16           sábado        05   07   09   25   32   39
2013-11-20        miércoles        03   15   18   29   33   42
2013-11-23           sábado        04   08   28   29   37   41
2013-11-27        miércoles        06   11   30   37   42   45
2013-11-30           sábado        11   15   24   25   33   41
2013-12-04        miércoles        06   07   13   33   37   39
2013-12-07           sábado        11   27   31   36   44   45
2013-12-11        miércoles        09   13   22   31   32   41
2013-12-14           sábado        01   12   19   31   34   36
2013-12-18        miércoles        04   05   19   22   42   45
2013-12-21           sábado        01   04   06   13   19   24
2013-12-25        miércoles        01   02   03   24   40   41
2013-12-28           sábado        01   11   17   21   25   44
2014-01-01        miércoles        04   17   28   29   30   40
2014-01-04           sábado        09   11   21   24   26   39
2014-01-08        miércoles        02   05   18   33   40   45
2014-01-11           sábado        08   14   26   36   38   43
2014-01-15        miércoles        09   17   27   30   32   42
2014-01-18           sábado        14   27   31   34   39   45
2014-01-22        miércoles        16   17   20   37   41   42
2014-01-25           sábado        11   20   37   41   43   45
2014-01-29        miércoles        01   05   13   19   21   28
2014-02-01           sábado        05   17   21   29   40   43
2014-02-05        miércoles        11   16   17   18   19   37
2014-02-08           sábado        12   19   23   36   40   44
2014-02-12        miércoles        09   12   28   31   33   35
2014-02-15           sábado        03   09   13   15   25   38
2014-02-19        miércoles        12   22   33   39   42   45
2014-02-22           sábado        16   18   23   27   39   43
2014-02-26        miércoles        11   20   29   34   41   44
2014-03-01           sábado        01   18   19   23   28   40
2014-03-05        miércoles        06   13   20   25   35   40
2014-03-08           sábado        01   07   20   26   33   40
2014-03-12        miércoles        04   12   13   14   15   29
2014-03-15           sábado        02   03   04   05   13   43
2014-03-19        miércoles        02   15   17   20   22   32
2014-03-22           sábado        12   13   14   18   30   39
2014-03-26        miércoles        16   17   30   38   41   43
2014-03-29           sábado        06   08   21   28   34   41
2014-04-02        miércoles        07   09   11   19   24   42
2014-04-05           sábado        02   06   07   17   31   38
2014-04-09        miércoles        07   15   17   22   34   41
2014-04-12           sábado        07   11   12   18   40   45
2014-04-16        miércoles        01   04   15   26   31   37
2014-04-19           sábado        03   11   12   18   21   44
2014-04-23        miércoles        13   18   19   21   22   31
2014-04-26           sábado        15   20   24   28   38   41
2014-04-30        miércoles        02   10   20   25   31   41
2014-05-03           sábado        07   24   29   30   31   45
2014-05-07        miércoles        04   11   23   30   35   40
2014-05-10           sábado        05   13   15   24   27   41
2014-05-14        miércoles        22   23   24   28   42   43
2014-05-17           sábado        02   05   08   17   27   37
2014-05-21        miércoles        01   02   18   29   31   40
2014-05-24           sábado        07   10   16   38   42   43
2014-05-28        miércoles        06   08   12   38   42   43
2014-05-31           sábado        02   05   07   15   29   32
2014-06-04        miércoles        06   16   19   20   42   44
2014-06-07           sábado        13   15   26   34   43   45
2014-06-11        miércoles        10   13   15   34   36   39
2014-06-14           sábado        09   15   17   29   40   45
2014-06-18        miércoles        01   03   11   27   34   36
2014-06-21           sábado        01   09   21   24   28   43
2014-06-25        miércoles        05   16   20   21   28   40
2014-06-28           sábado        08   14   22   34   37   44
2014-07-02        miércoles        04   11   17   21   33   44
2014-07-05           sábado        07   21   31   35   40   43
2014-07-09        miércoles        05   13   17   22   23   43
2014-07-12           sábado        18   22   27   28   33   43
2014-07-16        miércoles        08   13   17   32   38   39
2014-07-19           sábado        05   27   31   36   37   43
2014-07-23        miércoles        04   22   25   32   36   41
2014-07-26           sábado        08   15   22   28   30   44
2014-07-30        miércoles        02   10   12   19   22   39
2014-08-02           sábado        05   12   31   37   42   44
2014-08-06        miércoles        02   05   07   09   21   39
2014-08-09           sábado        07   15   17   23   29   39
2014-08-13        miércoles        01   09   14   22   33   42
2014-08-16           sábado        05   06   08   16   32   33
2014-08-20        miércoles        04   15   31   40   41   44
2014-08-23           sábado        16   17   18   29   33   36
2014-08-27        miércoles        06   08   10   13   39   41
2014-08-30           sábado        02   03   17   30   32   43
2014-09-03        miércoles        06   14   23   29   40   45
2014-09-06           sábado        08   19   28   32   35   44
2014-09-10        miércoles        01   08   21   33   39   44
2014-09-13           sábado        10   24   33   39   41   44
2014-09-17        miércoles        08   22   34   37   39   43
2014-09-20           sábado        10   11   15   29   35   36
2014-09-24        miércoles        12   15   22   29   44   45
2014-09-27           sábado        11   13   21   24   31   35
2014-10-01        miércoles        09   10   12   27   33   36
2014-10-04           sábado        03   11   21   23   42   45
2014-10-08        miércoles        01   09   12   21   25   33
2014-10-11           sábado        09   24   29   36   37   45
2014-10-15        miércoles        05   06   28   31   36   37
2014-10-18           sábado        02   07   09   10   28   41
2014-10-22        miércoles        03   07   11   16   19   21
2014-10-25           sábado        16   17   21   28   32   33
2014-10-29        miércoles        03   05   22   33   35   41
2014-11-01           sábado        05   26   31   37   38   40
2014-11-05        miércoles        06   07   21   31   34   45
2014-11-08           sábado        02   12   13   18   21   23
2014-11-12        miércoles        06   16   23   34   36   37
2014-11-15           sábado        04   06   12   19   26   44
2014-11-19        miércoles        06   09   16   28   31   35
2014-11-22           sábado        03   28   32   38   41   42
2014-11-26        miércoles        10   22   28   29   30   38
2014-11-29           sábado        02   12   14   18   27   41
2014-12-03        miércoles        08   13   19   33   44   45
2014-12-06           sábado        04   09   16   24   32   45
2014-12-10        miércoles        16   17   18   20   25   44
2014-12-13           sábado        05   09   28   30   31   33
2014-12-17        miércoles        03   04   06   15   38   45
2014-12-20           sábado        11   12   18   19   29   45
2014-12-24        miércoles        04   09   12   31   37   42
2014-12-27           sábado        01   06   11   17   31   33
2014-12-31        miércoles        03   09   14   27   31   44
2015-01-03           sábado        02   04   23   31   36   39
2015-01-07        miércoles        04   13   18   27   28   42
2015-01-10           sábado        14   18   23   34   41   45
2015-01-14        miércoles        01   04   18   28   37   39
2015-01-17           sábado        08   13   17   27   39   44
2015-01-21        miércoles        01   03   04   18   28   34
2015-01-24           sábado        01   15   18   29   33   42
2015-01-28        miércoles        09   16   17   21   23   25
2015-01-31           sábado        09   18   21   26   27   37
2015-02-04        miércoles        11   13   17   29   39   43
2015-02-07           sábado        03   09   15   19   31   43
2015-02-11        miércoles        05   06   21   23   24   36
2015-02-14           sábado        03   05   06   07   20   30
2015-02-18        miércoles        04   07   12   18   26   30
2015-02-21           sábado        01   06   09   12   13   33
2015-02-25        miércoles        01   13   21   30   39   45
2015-02-28           sábado        02   05   13   24   28   35
2015-03-04        miércoles        01   15   24   36   39   41
2015-03-07           sábado        08   11   13   15   23   26
2015-03-11        miércoles        07   10   22   32   42   45
2015-03-14           sábado        05   06   33   40   42   44
2015-03-18        miércoles        13   18   21   29   31   33
2015-03-21           sábado        07   18   29   34   37   44
2015-03-25        miércoles        04   19   20   34   35   40
2015-03-28           sábado        14   17   20   37   40   42
2015-04-01        miércoles        01   06   07   09   12   42
2015-04-04           sábado        10   11   28   32   38   41
2015-04-08        miércoles        02   04   06   17   24   35
2015-04-11           sábado        02   12   22   24   25   32
2015-04-15        miércoles        05   11   18   27   31   35
2015-04-18           sábado        03   04   12   15   20   43
2015-04-22        miércoles        07   18   20   23   32   38
2015-04-25           sábado        03   07   12   13   20   25
2015-04-29        miércoles        01   17   21   33   37   38
2015-05-02           sábado        16   25   27   28   30   45
2015-05-06        miércoles        04   08   19   32   34   38
2015-05-09           sábado        13   14   15   24   28   33
2015-05-13        miércoles        05   08   11   20   23   43
2015-05-16           sábado        01   12   20   22   24   43
2015-05-20        miércoles        02   07   16   17   29   41
2015-05-23           sábado        02   05   06   27   33   40
2015-05-27        miércoles        01   02   06   15   29   38
2015-05-30           sábado        12   18   19   31   42   44
2015-06-03        miércoles        06   16   19   23   29   43
2015-06-06           sábado        05   11   18   31   42   43
2015-06-10        miércoles        05   06   11   19   24   26
2015-06-13           sábado        04   11   14   24   32   36
2015-06-17        miércoles        14   21   36   39   43   45
2015-06-20           sábado        07   15   17   19   24   26
2015-06-24        miércoles        09   12   16   22   29   37
2015-06-27           sábado        15   19   22   29   37   45
2015-07-01        miércoles        14   20   24   28   30   35
2015-07-04           sábado        05   15   30   31   35   37
2015-07-08        miércoles        01   08   21   30   34   40
2015-07-11           sábado        02   06   18   23   31   35
2015-07-15        miércoles        01   04   20   25   36   43
2015-07-18           sábado        09   18   24   25   34   41
2015-07-22        miércoles        01   15   26   28   42   45
2015-07-25           sábado        01   03   07   25   28   40
2015-07-29        miércoles        06   19   20   21   26   29
2015-08-01           sábado        05   10   11   12   13   30
2015-08-05        miércoles        07   11   13   26   30   43
2015-08-08           sábado        09   15   19   25   36   44
2015-08-12        miércoles        06   10   31   38   43   45
2015-08-15           sábado        20   22   23   29   32   45
2015-08-19        miércoles        01   03   07   10   14   31
2015-08-22           sábado        07   19   25   28   29   43
2015-08-26        miércoles        07   16   19   24   34   41
2015-08-29           sábado        02   03   11   31   33   39
2015-09-02        miércoles        22   33   34   42   44   45
2015-09-05           sábado        03   13   27   40   43   44
2015-09-09        miércoles        06   09   10   23   24   41
2015-09-12           sábado        07   12   17   24   31   39
2015-09-16        miércoles        07   21   30   37   44   45
2015-09-19           sábado        08   17   24   37   39   42
2015-09-23        miércoles        01   05   10   12   21   41
2015-09-26           sábado        05   07   09   10   26   37
2015-09-30        miércoles        02   07   09   17   40   42
2015-10-03           sábado        03   09   10   21   31   43
2015-10-07        miércoles        05   07   14   35   38   41
2015-10-10           sábado        01   11   19   24   31   38
2015-10-14        miércoles        05   13   17   25   35   40
2015-10-17           sábado        02   16   24   28   37   40
2015-10-21        miércoles        06   07   20   30   33   44
2015-10-24           sábado        03   05   17   20   21   35
2015-10-28        miércoles        11   21   25   35   42   44
2015-10-31           sábado        04   05   13   18   31   38
2015-11-04        miércoles        07   18   24   36   37   42
2015-11-07           sábado        20   31   40   41   44   45
2015-11-11        miércoles        06   09   10   24   37   40
2015-11-14           sábado        03   07   15   16   33   42
2015-11-18        miércoles        05   06   10   22   24   42
2015-11-21           sábado        04   10   18   35   42   45
2015-11-25        miércoles        21   23   25   32   37   44
2015-11-28           sábado        07   17   26   27   41   43
2015-12-02        miércoles        13   20   21   25   35   41
2015-12-05           sábado        05   14   19   31   33   37
2015-12-09        miércoles        07   11   13   37   39   41
2015-12-12           sábado        06   10   16   22   25   32
2015-12-16        miércoles        09   10   22   24   35   40
2015-12-19           sábado        01   07   15   16   40   42
2015-12-23        miércoles        02   04   16   17   30   34
2015-12-26           sábado        01   08   10   19   22   27
2015-12-30        miércoles        03   21   26   31   39   42
2016-01-02           sábado        01   02   10   29   30   31
2016-01-06        miércoles        03   09   19   28   30   34
2016-01-09           sábado        07   10   13   20   32   43
2016-01-13        miércoles        07   13   25   26   31   32
2016-01-16           sábado        07   08   33   34   43   45
2016-01-20        miércoles        18   19   21   23   30   31
2016-01-23           sábado        09   16   30   37   40   42
2016-01-27        miércoles        02   12   13   21   26   33
2016-01-30           sábado        02   03   04   08   12   44
2016-02-03        miércoles        03   11   15   20   42   43
2016-02-06           sábado        09   26   27   28   29   37
2016-02-10        miércoles        05   10   17   18   29   38
2016-02-13           sábado        11   17   27   34   36   38
2016-02-17        miércoles        06   13   22   29   35   43
2016-02-20           sábado        08   10   14   21   32   42
2016-02-24        miércoles        06   07   15   19   29   39
2016-02-27           sábado        03   29   30   43   44   45
2016-03-02        miércoles        03   04   07   17   38   42
2016-03-05           sábado        07   11   24   28   31   44
2016-03-09        miércoles        08   09   11   18   26   43
2016-03-12           sábado        14   16   26   31   35   42
2016-03-16        miércoles        15   17   24   25   29   42
2016-03-19           sábado        06   13   20   24   32   45
2016-03-23        miércoles        06   10   12   16   22   27
