2013-01-07;Play Four Noche;7180
2013-01-08;Cruz Roja;5424;SERIE;066
2013-01-08;Tolima;0588;SERIE;063
2013-01-08;Huila;9581;SERIE;052
2013-01-08;Cundinam;8794;SERIE;032
2013-01-08;Chontico Millonario;8510
2013-01-08;Dorado Dia;5792
2013-01-08;Paisita 1;3534
2013-01-08;Cafeterito Tarde;5891
2013-01-08;Paisita 2;4448
2013-01-08;Cafeterito Noche;3711
2013-01-08;Cuyabrito;2361
2013-01-08;Cash Noche;910
2013-01-08;Play Four Noche;8211
2013-01-08;Astro Sol;8628;CAP
2013-01-08;Pijao;7125
2013-01-08;Chontico Noche;9089
2013-01-08;Astro Luna;5595;LEO
2013-01-08;Cash Dia;485
2013-01-08;Play Four Dia;9108
2013-01-08;Dorado Tarde;6407
2013-01-09;Manizales;5343;SERIE;011
2013-01-09;Valle;2574;SERIE;005
2013-01-09;Meta;2116;SERIE;065
2013-01-09;Chontico Millonario;7292
2013-01-09;Dorado Dia;4784
2013-01-09;Paisita 1;0993
2013-01-09;Cafeterito Tarde;6172
2013-01-09;Paisita 2;7385
2013-01-09;Cafeterito Noche;3369
2013-01-09;Cuyabrito;5539
2013-01-09;Cash Noche;705
2013-01-09;Play Four Noche;2684
2013-01-09;Astro Sol;3552;ARI
2013-01-09;Pijao;7694
2013-01-09;Chontico Noche;8282
2013-01-09;Astro Luna;5262;CÁN
2013-01-09;Cash Dia;128
2013-01-09;Play Four Dia;7450
2013-01-09;Dorado Tarde;9208
2013-01-10;Quindio;1546;SERIE;070
2013-01-10;Bogotá;5524;SERIE;089
2013-01-10;Chontico Millonario;0483
2013-01-10;Dorado Dia;2929
2013-01-10;Paisita 1;5678
2013-01-10;Cafeterito Tarde;1502
2013-01-10;Paisita 2;7546
2013-01-10;Cafeterito Noche;8385
2013-01-10;Cuyabrito;4659
2013-01-10;Cash Noche;894
2013-01-10;Play Four Noche;5126
2013-01-10;Astro Sol;6412;VIR
2013-01-10;Pijao;5661
2013-01-10;Chontico Noche;2800
2013-01-10;Astro Luna;6299;PIS
2013-01-10;Cash Dia;158
2013-01-10;Play Four Dia;9689
2013-01-10;Dorado Tarde;4614
2013-01-11;Risaralda;3044;SERIE;090
2013-01-11;Medellin;2586;SERIE;123
2013-01-11;Chontico Millonario;1721
2013-01-11;Dorado Dia;1537
2013-01-11;Paisita 1;9393
2013-01-11;Cafeterito Tarde;2050
2013-01-11;Paisita 2;2287
2013-01-11;Cafeterito Noche;3176
2013-01-11;Cuyabrito;6989
2013-01-11;Cash Noche;164
2013-01-11;Play Four Noche;3634
2013-01-11;Astro Sol;5200;LIB
2013-01-11;Pijao;1729
2013-01-11;Chontico Noche;6774
2013-01-11;Astro Luna;2593;ACU
2013-01-11;Cash Dia;626
2013-01-11;Play Four Dia;6404
2013-01-11;Dorado Tarde;9622
2013-01-12;Cauca;8108;SERIE;018
2013-01-12;Boyaca;8974;SERIE;002
2013-01-12;Paisa Lotto;6558
2013-01-12;Dorado Dia;9243
2013-01-12;Dorado Tarde;8079
2013-01-12;Paisita 1;7467
2013-01-12;Cafeterito Tarde;4545
2013-01-12;Paisita 2;2013
2013-01-12;Cafeterito Noche;3103
2013-01-12;Cuyabrito;6857
2013-01-12;Cash Noche;729
2013-01-12;Play Four Noche;9869
2013-01-12;Astro Sol;1288;ARI
2013-01-12;Pijao;9119
2013-01-12;Chontico Noche;3936
2013-01-12;Astro Luna;4215;CAP
2013-01-12;Dorado Noche;1693
2013-01-12;Cash Dia;188
2013-01-12;Play Four Dia;4136
2013-01-12;Chontico Millonario;2922
2013-01-13;Paisita 1;7614
2013-01-13;Paisita 2;4144
2013-01-13;Cafeterito Noche;4179
2013-01-13;Cuyabrito;1223
2013-01-13;Cash Noche;152
2013-01-13;Play Four Dia;0132
2013-01-13;Pijao;1961
2013-01-13;Chontico Noche;7134
2013-01-13;Astro Luna;1949;ESC
2013-01-13;Dorado Noche;1721
2013-01-13;Cash Dia;306
2013-01-13;Play Four Noche;1774
2013-01-14;Tolima;7687;SERIE;088
2013-01-14;Cundinam;7080;SERIE;157
2013-01-14;Chontico Millonario;4606
2013-01-14;Dorado Dia;4686
2013-01-14;Paisita 1;7975
2013-01-14;Cafeterito Tarde;4027
2013-01-14;Paisita 2;0487
2013-01-14;Cafeterito Noche;0302
2013-01-14;Cuyabrito;4386
2013-01-14;Cash Noche;173
2013-01-14;Play Four Noche;3099
2013-01-14;Astro Sol;8089;GÉM
2013-01-14;Pijao;3927
2013-01-14;Chontico Noche;3089
2013-01-14;Astro Luna;9132;VIR
2013-01-14;Cash Dia;054
2013-01-14;Play Four Dia;3661
2013-01-14;Dorado Tarde;1790
2013-01-15;Huila;0714;SERIE;010
2013-01-15;Cruz Roja;6678;SERIE;028
2013-01-15;Chontico Millonario;7578
2013-01-15;Dorado Dia;1828
2013-01-15;Paisita 1;5603
2013-01-15;Cafeterito Tarde;2556
2013-01-15;Paisita 2;0853
2013-01-15;Cafeterito Noche;7451
2013-01-15;Cuyabrito;2214
2013-01-15;Cash Noche;535
2013-01-15;Play Four Noche;8680
2013-01-15;Astro Sol;0436;LEO
2013-01-15;Pijao;2645
2013-01-15;Chontico Noche;7285
2013-01-15;Astro Luna;1441;LIB
2013-01-15;Cash Dia;963
2013-01-15;Play Four Dia;5523
2013-01-15;Dorado Tarde;8800
2013-01-16;Manizales;5660;SERIE;074
2013-01-16;Valle;6849;SERIE;054
2013-01-16;Meta;6428;SERIE;041
2013-01-16;Chontico Millonario;3754
2013-01-16;Dorado Dia;5338
2013-01-16;Paisita 1;6968
2013-01-16;Cafeterito Tarde;9553
2013-01-16;Paisita 2;5998
2013-01-16;Cafeterito Noche;5741
2013-01-16;Cuyabrito;3086
2013-01-16;Cash Noche;030
2013-01-16;Play Four Noche;3234
2013-01-16;Astro Sol;2763;GÉM
2013-01-16;Pijao;8285
2013-01-16;Chontico Noche;9830
2013-01-16;Astro Luna;0241;TAU
2013-01-16;Cash Dia;128
2013-01-16;Play Four Dia;9391
2013-01-16;Dorado Tarde;2042
2013-01-17;Quindio;5147;SERIE;009
2013-01-17;Bogotá;2572;SERIE;105
2013-01-17;Chontico Millonario;1530
2013-01-17;Dorado Dia;5741
2013-01-17;Paisita 1;1522
2013-01-17;Cafeterito Tarde;2933
2013-01-17;Paisita 2;1865
2013-01-17;Cafeterito Noche;2491
2013-01-17;Cuyabrito;6390
2013-01-17;Cash Noche;672
2013-01-17;Play Four Noche;2839
2013-01-17;Astro Sol;8103;LEO
2013-01-17;Pijao;6677
2013-01-17;Chontico Noche;8563
2013-01-17;Astro Luna;4772;ACU
2013-01-17;Cash Dia;444
2013-01-17;Play Four Dia;8353
2013-01-17;Dorado Tarde;5775
2013-01-18;Risaralda;2834;SERIE;022
2013-01-18;Medellin;0863;SERIE;042
2013-01-18;Chontico Millonario;8222
2013-01-18;Dorado Dia;4640
2013-01-18;Paisita 1;7699
2013-01-18;Cafeterito Tarde;7635
2013-01-18;Paisita 2;6203
2013-01-18;Cafeterito Noche;9548
2013-01-18;Cuyabrito;9623
2013-01-18;Cash Noche;317
2013-01-18;Play Four Noche;6816
2013-01-18;Astro Sol;6171;ESC
2013-01-18;Pijao;4747
2013-01-18;Chontico Noche;5031
2013-01-18;Astro Luna;0615;LIB
2013-01-18;Cash Dia;849
2013-01-18;Play Four Dia;1086
2013-01-18;Dorado Tarde;3272
2013-01-19;Cauca;3853;SERIE;039
2013-01-19;Boyaca;1632;SERIE;106
2013-01-19;Paisa Lotto;0479
2013-01-19;Dorado Dia;1148
2013-01-19;Dorado Tarde;9512
2013-01-19;Paisita 1;2305
2013-01-19;Cafeterito Tarde;7019
2013-01-19;Paisita 2;9961
2013-01-19;Cafeterito Noche;8539
2013-01-19;Cuyabrito;5604
2013-01-19;Cash Noche;690
2013-01-19;Play Four Noche;4188
2013-01-19;Astro Sol;6508;ACU
2013-01-19;Pijao;3314
2013-01-19;Chontico Noche;7472
2013-01-19;Astro Luna;5773;LIB
2013-01-19;Dorado Noche;6483
2013-01-19;Cash Dia;614
2013-01-19;Play Four Dia;9376
2013-01-19;Chontico Millonario;1764
2013-01-20;Paisita 1;4719
2013-01-20;Paisita 2;7279
2013-01-20;Cafeterito Noche;5756
2013-01-20;Cuyabrito;1377
2013-01-20;Cash Noche;259
2013-01-20;Play Four Dia;6002
2013-01-20;Pijao;5220
2013-01-20;Chontico Noche;6415
2013-01-20;Astro Luna;7188;ARI
2013-01-20;Dorado Noche;5908
2013-01-20;Cash Dia;441
2013-01-20;Play Four Noche;3082
2013-01-21;Tolima;6705;SERIE;054
2013-01-21;Cundinam;4873;SERIE;083
2013-01-21;Chontico Millonario;4347
2013-01-21;Dorado Dia;9097
2013-01-21;Paisita 1;1290
2013-01-21;Cafeterito Tarde;0275
2013-01-21;Paisita 2;6114
2013-01-21;Cafeterito Noche;9540
2013-01-21;Cuyabrito;1492
2013-01-21;Cash Noche;537
2013-01-21;Play Four Noche;8795
2013-01-21;Astro Sol;5206;LIB
2013-01-21;Pijao;9743
2013-01-21;Chontico Noche;0309
2013-01-21;Astro Luna;2218;PIS
2013-01-21;Cash Dia;019
2013-01-21;Play Four Dia;9793
2013-01-21;Dorado Tarde;0971
2013-01-22;Huila;1679;SERIE;079
2013-01-22;Cruz Roja;7182;SERIE;071
2013-01-22;Chontico Millonario;9935
2013-01-22;Dorado Dia;1445
2013-01-22;Paisita 1;4473
2013-01-22;Cafeterito Tarde;4773
2013-01-22;Paisita 2;8639
2013-01-22;Cafeterito Noche;0343
2013-01-22;Cuyabrito;9309
2013-01-22;Cash Noche;475
2013-01-22;Play Four Noche;3561
2013-01-22;Astro Sol;9382;CÁN
2013-01-22;Pijao;5025
2013-01-22;Chontico Noche;2610
2013-01-22;Astro Luna;9751;PIS
2013-01-22;Cash Dia;087
2013-01-22;Play Four Dia;4986
2013-01-22;Dorado Tarde;4874
2013-01-23;Manizales;4423;SERIE;044
2013-01-23;Valle;0477;SERIE;019
2013-01-23;Meta;1133;SERIE;073
2013-01-23;Chontico Millonario;3894
2013-01-23;Dorado Dia;1546
2013-01-23;Paisita 1;9494
2013-01-23;Cafeterito Tarde;8708
2013-01-23;Paisita 2;8623
2013-01-23;Cafeterito Noche;8501
2013-01-23;Cuyabrito;4626
2013-01-23;Cash Noche;829
2013-01-23;Play Four Noche;6029
2013-01-23;Astro Sol;4057;ACU
2013-01-23;Pijao;5149
2013-01-23;Chontico Noche;3919
2013-01-23;Astro Luna;7746;SAG
2013-01-23;Cash Dia;285
2013-01-23;Play Four Dia;8755
2013-01-23;Dorado Tarde;8212
2013-01-24;Quindio;3391;SERIE;003
2013-01-24;Bogotá;1509;SERIE;037
2013-01-24;Chontico Millonario;3600
2013-01-24;Dorado Dia;2010
2013-01-24;Paisita 1;1044
2013-01-24;Cafeterito Tarde;8754
2013-01-24;Paisita 2;6721
2013-01-24;Cafeterito Noche;5577
2013-01-24;Cuyabrito;2000
2013-01-24;Cash Noche;830
2013-01-24;Play Four Noche;4577
2013-01-24;Astro Sol;5035;LEO
2013-01-24;Pijao;0160
2013-01-24;Chontico Noche;1061
2013-01-24;Astro Luna;3201;VIR
2013-01-24;Cash Dia;616
2013-01-24;Play Four Dia;0171
2013-01-24;Dorado Tarde;0466
2013-01-25;Risaralda;8651;SERIE;024
2013-01-25;Medellin;3464;SERIE;125
2013-01-25;Chontico Millonario;0275
2013-01-25;Dorado Dia;5354
2013-01-25;Paisita 1;7815
2013-01-25;Cafeterito Tarde;2654
2013-01-25;Paisita 2;8733
2013-01-25;Cafeterito Noche;0961
2013-01-25;Cuyabrito;6998
2013-01-25;Cash Noche;721
2013-01-25;Play Four Noche;4090
2013-01-25;Astro Sol;6582;LIB
2013-01-25;Pijao;8388
2013-01-25;Chontico Noche;0983
2013-01-25;Astro Luna;8640;CÁN
2013-01-25;Cash Dia;799
2013-01-25;Play Four Dia;9398
2013-01-25;Dorado Tarde;1996
2013-01-26;Cauca;4868;SERIE;062
2013-01-26;Boyaca;2663;SERIE;015
2013-01-26;Paisa Lotto;3165
2013-01-26;Dorado Dia;0808
2013-01-26;Dorado Tarde;0445
2013-01-26;Paisita 1;8061
2013-01-26;Cafeterito Tarde;9283
2013-01-26;Paisita 2;6807
2013-01-26;Cafeterito Noche;8351
2013-01-26;Cuyabrito;0033
2013-01-26;Cash Noche;072
2013-01-26;Play Four Noche;8022
2013-01-26;Astro Sol;8946;LEO
2013-01-26;Pijao;1343
2013-01-26;Chontico Noche;7133
2013-01-26;Astro Luna;1318;ARI
2013-01-26;Dorado Noche;5545
2013-01-26;Cash Dia;125
2013-01-26;Play Four Dia;0835
2013-01-26;Chontico Millonario;1936
2013-01-27;Paisita 1;7954
2013-01-27;Paisita 2;8782
2013-01-27;Cafeterito Noche;3164
2013-01-27;Cuyabrito;8518
2013-01-27;Cash Noche;520
2013-01-27;Play Four Dia;2896
2013-01-27;Pijao;7208
2013-01-27;Chontico Noche;8464
2013-01-27;Astro Luna;5397;TAU
2013-01-27;Dorado Noche;5754
2013-01-27;Cash Dia;049
2013-01-27;Play Four Noche;6527
2013-01-28;Tolima;8560;SERIE;039
2013-01-28;Cundinam;5595;SERIE;095
2013-01-28;Chontico Millonario;1423
2013-01-28;Dorado Dia;5602
2013-01-28;Paisita 1;9554
2013-01-28;Cafeterito Tarde;9275
2013-01-28;Paisita 2;8973
2013-01-28;Cafeterito Noche;1858
2013-01-28;Cuyabrito;5410
2013-01-28;Cash Noche;002
2013-01-28;Play Four Noche;1665
2013-01-28;Astro Sol;1998;ARI
2013-01-28;Pijao;4453
2013-01-28;Chontico Noche;6341
2013-01-28;Astro Luna;1858;LIB
2013-01-28;Cash Dia;078
2013-01-28;Play Four Dia;3919
2013-01-28;Dorado Tarde;2968
2013-01-29;Huila;2220;SERIE;008
2013-01-29;Cruz Roja;9204;SERIE;082
2013-01-29;Chontico Millonario;5203
2013-01-29;Dorado Dia;8865
2013-01-29;Paisita 1;5653
2013-01-29;Cafeterito Tarde;5303
2013-01-29;Paisita 2;1567
2013-01-29;Cafeterito Noche;4125
2013-01-29;Cuyabrito;3858
2013-01-29;Cash Noche;880
2013-01-29;Play Four Noche;0443
2013-01-29;Astro Sol;9283;VIR
2013-01-29;Pijao;6137
2013-01-29;Chontico Noche;8506
2013-01-29;Astro Luna;5585;LEO
2013-01-29;Cash Dia;849
2013-01-29;Play Four Dia;4857
2013-01-29;Dorado Tarde;9597
2013-01-30;Manizales;8107;SERIE;016
2013-01-30;Valle;1832;SERIE;012
2013-01-30;Meta;9246;SERIE;037
2013-01-30;Chontico Millonario;6235
2013-01-30;Dorado Dia;5579
2013-01-30;Paisita 1;5770
2013-01-30;Cafeterito Tarde;1848
2013-01-30;Paisita 2;6948
2013-01-30;Cafeterito Noche;2028
2013-01-30;Cuyabrito;5431
2013-01-30;Cash Noche;551
2013-01-30;Play Four Noche;8683
2013-01-30;Astro Sol;1654;CAP
2013-01-30;Pijao;4353
2013-01-30;Chontico Noche;8272
2013-01-30;Astro Luna;9858;PIS
2013-01-30;Cash Dia;481
2013-01-30;Play Four Dia;8213
2013-01-30;Dorado Tarde;8229
2013-01-31;Quindio;9154;SERIE;056
2013-01-31;Bogotá;5771;SERIE;104
2013-01-31;Chontico Millonario;5206
2013-01-31;Dorado Dia;9648
2013-01-31;Paisita 1;8871
2013-01-31;Cafeterito Tarde;4247
2013-01-31;Paisita 2;5293
2013-01-31;Cafeterito Noche;0258
2013-01-31;Cuyabrito;5192
2013-01-31;Cash Noche;917
2013-01-31;Play Four Noche;0951
2013-01-31;Astro Sol;9509;ACU
2013-01-31;Pijao;5261
2013-01-31;Chontico Noche;3166
2013-01-31;Astro Luna;1741;VIR
2013-01-31;Cash Dia;246
2013-01-31;Play Four Dia;0377
2013-01-31;Dorado Tarde;1593
2013-02-01;Risaralda;5167;SERIE;050
2013-02-01;Medellin;9136;SERIE;050
2013-02-01;Chontico Millonario;6685
2013-02-01;Dorado Dia;2108
2013-02-01;Paisita 1;5313
2013-02-01;Cafeterito Tarde;4994
2013-02-01;Paisita 2;2615
2013-02-01;Cafeterito Noche;9076
2013-02-01;Cuyabrito;9397
2013-02-01;Cash Noche;359
2013-02-01;Play Four Noche;7873
2013-02-01;Astro Sol;3584;ESC
2013-02-01;Pijao;8041
2013-02-01;Chontico Noche;7716
2013-02-01;Astro Luna;6546;PIS
2013-02-01;Cash Dia;406
2013-02-01;Play Four Dia;0650
2013-02-01;Dorado Tarde;4358
2013-02-02;Cauca;1332;SERIE;055
2013-02-02;Boyaca;4482;SERIE;129
2013-02-02;Paisa Lotto;3458
2013-02-02;Dorado Dia;9727
2013-02-02;Dorado Tarde;4757
2013-02-02;Paisita 1;6969
2013-02-02;Cafeterito Tarde;3757
2013-02-02;Paisita 2;7256
2013-02-02;Cafeterito Noche;0660
2013-02-02;Cuyabrito;1586
2013-02-02;Cash Noche;745
2013-02-02;Play Four Noche;8938
2013-02-02;Astro Sol;3118;CAP
2013-02-02;Pijao;2113
2013-02-02;Chontico Noche;9629
2013-02-02;Astro Luna;9799;TAU
2013-02-02;Dorado Noche;6036
2013-02-02;Cash Dia;341
2013-02-02;Play Four Dia;4608
2013-02-02;Chontico Millonario;8659
2013-02-03;Paisita 1;5825
2013-02-03;Paisita 2;7442
2013-02-03;Cafeterito Noche;7780
2013-02-03;Cuyabrito;6360
2013-02-03;Cash Noche;618
2013-02-03;Play Four Dia;8304
2013-02-03;Pijao;7308
2013-02-03;Chontico Noche;5165
2013-02-03;Astro Luna;3710;ESC
2013-02-03;Dorado Noche;3201
2013-02-03;Cash Dia;957
2013-02-03;Play Four Noche;7542
2013-02-04;Tolima;3509;SERIE;039
2013-02-04;Cundinam;6215;SERIE;169
2013-02-04;Chontico Millonario;0879
2013-02-04;Dorado Dia;0361
2013-02-04;Paisita 1;9763
2013-02-04;Cafeterito Tarde;2774
2013-02-04;Paisita 2;4458
2013-02-04;Cafeterito Noche;6488
2013-02-04;Cuyabrito;9931
2013-02-04;Cash Noche;412
2013-02-04;Play Four Noche;1951
2013-02-04;Astro Sol;5105;GÉM
2013-02-04;Pijao;2745
2013-02-04;Chontico Noche;8953
2013-02-04;Astro Luna;3462;TAU
2013-02-04;Cash Dia;318
2013-02-04;Play Four Dia;9368
2013-02-04;Dorado Tarde;3429
2013-02-05;Huila;0036;SERIE;018
2013-02-05;Cruz Roja;0929;SERIE;044
2013-02-05;Chontico Millonario;6617
2013-02-05;Dorado Dia;1101
2013-02-05;Paisita 1;2518
2013-02-05;Cafeterito Tarde;2756
2013-02-05;Paisita 2;7387
2013-02-05;Cafeterito Noche;4201
2013-02-05;Cuyabrito;9249
2013-02-05;Cash Noche;446
2013-02-05;Play Four Noche;6162
2013-02-05;Astro Sol;3366;LEO
2013-02-05;Pijao;1203
2013-02-05;Chontico Noche;5517
2013-02-05;Astro Luna;5038;CAP
2013-02-05;Cash Dia;375
2013-02-05;Play Four Dia;5367
2013-02-05;Dorado Tarde;9214
2013-02-06;Manizales;5736;SERIE;044
2013-02-06;Valle;6200;SERIE;005
2013-02-06;Meta;4835;SERIE;053
2013-02-06;Chontico Millonario;3019
2013-02-06;Dorado Dia;4722
2013-02-06;Paisita 1;6133
2013-02-06;Cafeterito Tarde;9553
2013-02-06;Paisita 2;5363
2013-02-06;Cafeterito Noche;8153
2013-02-06;Cuyabrito;4118
2013-02-06;Cash Noche;326
2013-02-06;Play Four Noche;4460
2013-02-06;Astro Sol;0285;TAU
2013-02-06;Pijao;2571
2013-02-06;Chontico Noche;6895
2013-02-06;Astro Luna;1453;LEO
2013-02-06;Cash Dia;025
2013-02-06;Play Four Dia;6338
2013-02-06;Dorado Tarde;2447
2013-02-07;Quindio;6341;SERIE;036
2013-02-07;Bogotá;0740;SERIE;114
2013-02-07;Astro Luna;0408;CÁN
2013-02-07;Dorado Dia;7887
2013-02-07;Chontico Millonario;1247
2013-02-07;Dorado Tarde;7014
2013-02-07;Paisita 1;2429
2013-02-07;Cafeterito Tarde;7198
2013-02-07;Paisita 2;7892
2013-02-07;Cafeterito Noche;9767
2013-02-07;Cuyabrito;4480
2013-02-07;Cash Noche;280
2013-02-07;Play Four Noche;0955
2013-02-07;Pijao;5691
2013-02-07;Chontico Noche;4511
2013-02-07;Cash Dia;936
2013-02-07;Play Four Dia;2672
2013-02-07;Astro Sol;5466;LIB
2013-02-08;Risaralda;6498;SERIE;000
2013-02-08;Medellin;5563;SERIE;187
2013-02-08;Astro Luna;2680;CAP
2013-02-08;Dorado Dia;3394
2013-02-08;Chontico Millonario;2747
2013-02-08;Dorado Tarde;2457
2013-02-08;Paisita 1;3763
2013-02-08;Cafeterito Tarde;3167
2013-02-08;Paisita 2;8241
2013-02-08;Cafeterito Noche;5411
2013-02-08;Cuyabrito;7274
2013-02-08;Cash Noche;605
2013-02-08;Play Four Noche;8588
2013-02-08;Pijao;4802
2013-02-08;Chontico Noche;9069
2013-02-08;Cash Dia;843
2013-02-08;Play Four Dia;5841
2013-02-08;Astro Sol;7824;LEO
2013-02-09;Cauca;1094;SERIE;048
2013-02-09;Boyaca;2392;SERIE;055
2013-02-09;Astro Luna;1737;ACU
2013-02-09;Dorado Dia;8513
2013-02-09;Paisa Lotto;1111
2013-02-09;Chontico Millonario;3647
2013-02-09;Dorado Tarde;4911
2013-02-09;Paisita 1;8551
2013-02-09;Cafeterito Tarde;2251
2013-02-09;Paisita 2;2047
2013-02-09;Cafeterito Noche;2368
2013-02-09;Cuyabrito;9482
2013-02-09;Cash Noche;738
2013-02-09;Play Four Noche;9830
2013-02-09;Pijao;9963
2013-02-09;Chontico Noche;7822
2013-02-09;Dorado Noche;0644
2013-02-09;Cash Dia;773
2013-02-09;Play Four Dia;1486
2013-02-09;Astro Sol;6787;LEO
2013-02-10;Paisita 1;9081
2013-02-10;Paisita 2;3073
2013-02-10;Cafeterito Noche;3410
2013-02-10;Cuyabrito;2404
2013-02-10;Cash Noche;548
2013-02-10;Play Four Dia;3635
2013-02-10;Pijao;5616
2013-02-10;Chontico Noche;8554
2013-02-10;Astro Luna;9954;CAP
2013-02-10;Dorado Noche;9704
2013-02-10;Cash Dia;392
2013-02-10;Play Four Noche;7283
2013-02-11;Tolima;6829;SERIE;056
2013-02-11;Cundinam;4696;SERIE;125
2013-02-11;Astro Luna;8077;SAG
2013-02-11;Dorado Dia;9118
2013-02-11;Chontico Millonario;4108
2013-02-11;Dorado Tarde;4771
2013-02-11;Paisita 1;5895
2013-02-11;Cafeterito Tarde;3787
2013-02-11;Paisita 2;6311
2013-02-11;Cafeterito Noche;2686
2013-02-11;Cuyabrito;3354
2013-02-11;Cash Noche;147
2013-02-11;Play Four Noche;3737
2013-02-11;Pijao;2349
2013-02-11;Chontico Noche;8535
2013-02-11;Cash Dia;782
2013-02-11;Play Four Dia;5435
2013-02-11;Astro Sol;7762;VIR
2013-02-12;Huila;8830;SERIE;032
2013-02-12;Cruz Roja;3713;SERIE;057
2013-02-12;Astro Luna;0831;ACU
2013-02-12;Dorado Dia;7778
2013-02-12;Chontico Millonario;0596
2013-02-12;Dorado Tarde;5284
2013-02-12;Paisita 1;2309
2013-02-12;Cafeterito Tarde;0679
2013-02-12;Paisita 2;6325
2013-02-12;Cafeterito Noche;3647
2013-02-12;Cuyabrito;2442
2013-02-12;Cash Noche;490
2013-02-12;Play Four Noche;8970
2013-02-12;Pijao;3762
2013-02-12;Chontico Noche;7960
2013-02-12;Cash Dia;028
2013-02-12;Play Four Dia;1782
2013-02-12;Astro Sol;1279;LEO
2013-02-13;Manizales;7042;SERIE;073
2013-02-13;Valle;0067;SERIE;022
2013-02-13;Meta;5767;SERIE;008
2013-02-13;Astro Luna;9147;CAP
2013-02-13;Dorado Dia;8517
2013-02-13;Chontico Millonario;5698
2013-02-13;Dorado Tarde;2012
