Astro Luna;febrero 11, 2013;Número;8077;Favorito;9615;Signo;Sagitario;Signo Favorito;Geminis
Astro Sol;febrero 11, 2013;Número;7762;Favorito;9310;Signo;Virgo;Signo Favorito;Piscis
Cafeterito Noche;febrero 11, 2013;Número;2686;Favorito;5492
Cafeterito Tarde;febrero 11, 2013;Número;3787;Favorito;5902
Cash Dia;febrero 11, 2013;Número;782;Favorito;1940
Cash Noche;febrero 11, 2013;Número;147;Favorito;9134
Chontico Día;febrero 11, 2013;Número;4108;Favorito;0421
Chontico Noche;febrero 11, 2013;Número;8535;Favorito;3608
Cundinam;febrero 11, 2013;Número;4696;Favorito;8197;Serie;125;Plan de premios;Secos
Cuyabrito;febrero 11, 2013;Número;3354;Favorito;6735
Dorado Dia;febrero 11, 2013;Número;9118;Favorito;9506
Dorado Tarde;febrero 11, 2013;Número;4771;Favorito;5620
Paisita 1;febrero 11, 2013;Número;5895;Favorito;4276
Paisita 2;febrero 11, 2013;Número;6311;Favorito;5940
Pijao;febrero 11, 2013;Número;2349;Favorito;8704
Play Four Dia;febrero 11, 2013;Número;5435;Favorito;4039
Play Four Noche;febrero 11, 2013;Número;3737;Favorito;1964
Tolima;febrero 11, 2013;Número;6829;Favorito;1632;Serie;056;Plan de premios;Secos
Astro Luna;febrero 12, 2013;Número;0831;Favorito;2965;Signo;Acuario;Signo Favorito;Geminis
Astro Sol;febrero 12, 2013;Número;1279;Favorito;8310;Signo;Leo;Signo Favorito;Piscis
Cafeterito Noche;febrero 12, 2013;Número;3647;Favorito;5492
Cafeterito Tarde;febrero 12, 2013;Número;0679;Favorito;4502
Cash Dia;febrero 12, 2013;Número;028;Favorito;1940
Cash Noche;febrero 12, 2013;Número;490;Favorito;9134
Chontico Día;febrero 12, 2013;Número;0596;Favorito;0421
Chontico Noche;febrero 12, 2013;Número;7960;Favorito;7368
Cruz Roja;febrero 12, 2013;Número;3713;Favorito;1567;Serie;057;Plan de premios;Secos
Cuyabrito;febrero 12, 2013;Número;2442;Favorito;6735
Dorado Dia;febrero 12, 2013;Número;7778;Favorito;9506
Dorado Tarde;febrero 12, 2013;Número;5284;Favorito;5620
Huila;febrero 12, 2013;Número;8830;Favorito;3582;Serie;032;Plan de premios;Secos
Paisita 1;febrero 12, 2013;Número;2309;Favorito;4276
Paisita 2;febrero 12, 2013;Número;6325;Favorito;6940
Pijao;febrero 12, 2013;Número;3762;Favorito;8704
Play Four Dia;febrero 12, 2013;Número;1782;Favorito;4039
Play Four Noche;febrero 12, 2013;Número;8970;Favorito;1964
Astro Luna;febrero 13, 2013;Número;9147;Favorito;2965;Signo;Capricornio;Signo Favorito;Geminis
Astro Sol;febrero 13, 2013;Número;5021;Favorito;5830;Signo;Leo;Signo Favorito;Piscis
Cafeterito Noche;febrero 13, 2013;Número;8702;Favorito;3549
Cafeterito Tarde;febrero 13, 2013;Número;0813;Favorito;4502
Cash Dia;febrero 13, 2013;Número;784;Favorito;7190
Cash Noche;febrero 13, 2013;Número;092;Favorito;9134
Chontico Día;febrero 13, 2013;Número;5698;Favorito;0421
Chontico Noche;febrero 13, 2013;Número;6677;Favorito;1368
Cuyabrito;febrero 13, 2013;Número;0461;Favorito;6735
Dorado Dia;febrero 13, 2013;Número;8517;Favorito;9506
Dorado Tarde;febrero 13, 2013;Número;2012;Favorito;3560
Manizales;febrero 13, 2013;Número;7042;Favorito;1958;Serie;073;Plan de premios;Secos
Meta;febrero 13, 2013;Número;5767;Favorito;9124;Serie;008;Plan de premios;Secos
Paisita 1;febrero 13, 2013;Número;4244;Favorito;0276
Paisita 2;febrero 13, 2013;Número;6967;Favorito;6940
Pijao;febrero 13, 2013;Número;7353;Favorito;8704
Play Four Dia;febrero 13, 2013;Número;1695;Favorito;4039
Play Four Noche;febrero 13, 2013;Número;4812;Favorito;1964
Valle;febrero 13, 2013;Número;0067;Favorito;3816;Serie;022;Plan de premios;Secos
Astro Luna;febrero 14, 2013;Número;9148;Favorito;2965;Signo;Acuario;Signo Favorito;Geminis
Astro Sol;febrero 14, 2013;Número;9342;Favorito;5830;Signo;Piscis;Signo Favorito;Sagitario
Bogotá;febrero 14, 2013;Número;5366;Favorito;8357;Serie;015;Plan de premios;Secos
Cafeterito Noche;febrero 14, 2013;Número;2588;Favorito;3549
Cafeterito Tarde;febrero 14, 2013;Número;1137;Favorito;4502
Cash Dia;febrero 14, 2013;Número;511;Favorito;5790
Cash Noche;febrero 14, 2013;Número;113;Favorito;6914
Chontico Día;febrero 14, 2013;Número;5767;Favorito;0421
Chontico Noche;febrero 14, 2013;Número;0351;Favorito;9368
Cuyabrito;febrero 14, 2013;Número;3643;Favorito;9675
Dorado Dia;febrero 14, 2013;Número;0703;Favorito;9506
Dorado Tarde;febrero 14, 2013;Número;5502;Favorito;3560
Paisita 1;febrero 14, 2013;Número;5565;Favorito;0276
Paisita 2;febrero 14, 2013;Número;2913;Favorito;6940
Pijao;febrero 14, 2013;Número;2410;Favorito;5874
Play Four Dia;febrero 14, 2013;Número;2499;Favorito;7403
Play Four Noche;febrero 14, 2013;Número;7329;Favorito;5164
Quindio;febrero 14, 2013;Número;0643;Favorito;8592;Serie;054;Plan de premios;Secos
Astro Luna;febrero 15, 2013;Número;0123;Favorito;2965;Signo;Cancer;Signo Favorito;Geminis
Astro Sol;febrero 15, 2013;Número;3236;Favorito;5830;Signo;Tauro;Signo Favorito;Sagitario
Cafeterito Noche;febrero 15, 2013;Número;0049;Favorito;1354
Cafeterito Tarde;febrero 15, 2013;Número;7115;Favorito;6402
Cash Dia;febrero 15, 2013;Número;340;Favorito;6579
Cash Noche;febrero 15, 2013;Número;395;Favorito;6914
Chontico Día;febrero 15, 2013;Número;4972;Favorito;3041
Chontico Noche;febrero 15, 2013;Número;4306;Favorito;2938
Cuyabrito;febrero 15, 2013;Número;9208;Favorito;9675
Dorado Dia;febrero 15, 2013;Número;2742;Favorito;9506
Dorado Tarde;febrero 15, 2013;Número;3327;Favorito;3560
Medellin;febrero 15, 2013;Número;6282;Favorito;1975;Serie;110;Plan de premios;Secos
Paisita 1;febrero 15, 2013;Número;8461;Favorito;0276
Paisita 2;febrero 15, 2013;Número;9164;Favorito;8690
Pijao;febrero 15, 2013;Número;4885;Favorito;1874
Play Four Dia;febrero 15, 2013;Número;4647;Favorito;8403
Play Four Noche;febrero 15, 2013;Número;1598;Favorito;5164
Risaralda;febrero 15, 2013;Número;5112;Favorito;9503;Serie;060;Plan de premios;Secos
Astro Luna;febrero 16, 2013;Número;7880;Favorito;2965;Signo;Tauro;Signo Favorito;Geminis
Astro Sol;febrero 16, 2013;Número;0304;Favorito;5830;Signo;Leo;Signo Favorito;Sagitario
Boyaca;febrero 16, 2013;Número;1056;Favorito;1087;Serie;032;Plan de premios;Secos
Cafeterito Noche;febrero 16, 2013;Número;0608;Favorito;1354
Cafeterito Tarde;febrero 16, 2013;Número;5536;Favorito;8402
Cash Dia;febrero 16, 2013;Número;197;Favorito;3659
Cash Noche;febrero 16, 2013;Número;420;Favorito;6914
Cauca;febrero 16, 2013;Número;0672;Favorito;9750;Serie;018;Plan de premios;Secos
Chontico Día;febrero 16, 2013;Número;1197;Favorito;3041
Chontico Noche;febrero 16, 2013;Número;5618;Favorito;4293
Cuyabrito;febrero 16, 2013;Número;5044;Favorito;9675
Dorado Dia;febrero 16, 2013;Número;2190;Favorito;1956
Dorado Noche;febrero 16, 2013;Número;8774;Favorito;2790
Dorado Tarde;febrero 16, 2013;Número;5372;Favorito;3560
Paisa Lotto;febrero 16, 2013;Número;2487;Favorito;2406
Paisita 1;febrero 16, 2013;Número;8595;Favorito;0276
Paisita 2;febrero 16, 2013;Número;0758;Favorito;2690
Pijao;febrero 16, 2013;Número;8455;Favorito;1874
Play Four Dia;febrero 16, 2013;Número;5818;Favorito;1403
Play Four Noche;febrero 16, 2013;Número;9574;Favorito;3516
Astro Luna;febrero 17, 2013;Número;0297;Favorito;2965;Signo;Aries;Signo Favorito;Geminis
Cafeterito Noche;febrero 17, 2013;Número;3013;Favorito;0154
Cash Dia;febrero 17, 2013;Número;767;Favorito;3659
Cash Noche;febrero 17, 2013;Número;165;Favorito;6914
Chontico Noche;febrero 17, 2013;Número;7729;Favorito;5423
Cuyabrito;febrero 17, 2013;Número;2934;Favorito;9675
Dorado Noche;febrero 17, 2013;Número;3352;Favorito;3790
Paisita 1;febrero 17, 2013;Número;7270;Favorito;8276
Paisita 2;febrero 17, 2013;Número;8057;Favorito;2690
Pijao;febrero 17, 2013;Número;5997;Favorito;6184
Play Four Dia;febrero 17, 2013;Número;8247;Favorito;1403
Play Four Noche;febrero 17, 2013;Número;1688;Favorito;3516
Astro Luna;febrero 18, 2013;Número;4614;Favorito;2965;Signo;Cancer;Signo Favorito;Geminis
Astro Sol;febrero 18, 2013;Número;3302;Favorito;5830;Signo;Sagitario;Signo Favorito;Cancer
Cafeterito Noche;febrero 18, 2013;Número;8898;Favorito;0154
Cafeterito Tarde;febrero 18, 2013;Número;0955;Favorito;8402
Cash Dia;febrero 18, 2013;Número;461;Favorito;3659
Cash Noche;febrero 18, 2013;Número;405;Favorito;6914
Chontico Día;febrero 18, 2013;Número;5366;Favorito;3041
Chontico Noche;febrero 18, 2013;Número;0598;Favorito;5423
Cundinam;febrero 18, 2013;Número;0677;Favorito;2819;Serie;058;Plan de premios;Secos
Cuyabrito;febrero 18, 2013;Número;0821;Favorito;9675
Dorado Dia;febrero 18, 2013;Número;2774;Favorito;1956
Dorado Tarde;febrero 18, 2013;Número;2577;Favorito;3560
Paisita 1;febrero 18, 2013;Número;7234;Favorito;8276
Paisita 2;febrero 18, 2013;Número;7766;Favorito;1290
Pijao;febrero 18, 2013;Número;5325;Favorito;6184
Play Four Dia;febrero 18, 2013;Número;8639;Favorito;1403
Play Four Noche;febrero 18, 2013;Número;8684;Favorito;3516
Tolima;febrero 18, 2013;Número;5688;Favorito;1632;Serie;017;Plan de premios;Secos
Astro Luna;febrero 19, 2013;Número;1840;Favorito;2965;Signo;Piscis;Signo Favorito;Geminis
Astro Sol;febrero 19, 2013;Número;3211;Favorito;5830;Signo;Virgo;Signo Favorito;Cancer
Cafeterito Noche;febrero 19, 2013;Número;5051;Favorito;6054
Cafeterito Tarde;febrero 19, 2013;Número;8166;Favorito;8402
Cash Dia;febrero 19, 2013;Número;279;Favorito;2365
Cash Noche;febrero 19, 2013;Número;716;Favorito;8914
Chontico Día;febrero 19, 2013;Número;1049;Favorito;3041
Chontico Noche;febrero 19, 2013;Número;7385;Favorito;0423
Cruz Roja;febrero 19, 2013;Número;1848;Favorito;1567;Serie;064;Plan de premios;Secos
Cuyabrito;febrero 19, 2013;Número;2297;Favorito;0965
Dorado Dia;febrero 19, 2013;Número;2919;Favorito;8156
Dorado Tarde;febrero 19, 2013;Número;8317;Favorito;3560
Huila;febrero 19, 2013;Número;3279;Favorito;3582;Serie;079;Plan de premios;Secos
Paisita 1;febrero 19, 2013;Número;8178;Favorito;3276
Paisita 2;febrero 19, 2013;Número;3045;Favorito;1290
Pijao;febrero 19, 2013;Número;7964;Favorito;9618
Play Four Dia;febrero 19, 2013;Número;2909;Favorito;1403
Play Four Noche;febrero 19, 2013;Número;0748;Favorito;3516
Astro Luna;febrero 20, 2013;Número;6939;Favorito;1265;Signo;Virgo;Signo Favorito;Geminis
Astro Sol;febrero 20, 2013;Número;9686;Favorito;5830;Signo;Leo;Signo Favorito;Cancer
Cafeterito Noche;febrero 20, 2013;Número;2825;Favorito;7604
Cafeterito Tarde;febrero 20, 2013;Número;9055;Favorito;8402
Cash Dia;febrero 20, 2013;Número;374;Favorito;2365
Cash Noche;febrero 20, 2013;Número;213;Favorito;8914
Chontico Día;febrero 20, 2013;Número;1872;Favorito;3041
Chontico Noche;febrero 20, 2013;Número;1454;Favorito;7023
Cuyabrito;febrero 20, 2013;Número;8529;Favorito;2065
Dorado Dia;febrero 20, 2013;Número;9006;Favorito;7815
Dorado Tarde;febrero 20, 2013;Número;0224;Favorito;3560
Manizales;febrero 20, 2013;Número;8513;Favorito;1958;Serie;078;Plan de premios;Secos
Meta;febrero 20, 2013;Número;7451;Favorito;0924;Serie;008;Plan de premios;Secos
Paisita 1;febrero 20, 2013;Número;7094;Favorito;3276
Paisita 2;febrero 20, 2013;Número;3130;Favorito;3129
Pijao;febrero 20, 2013;Número;7886;Favorito;2918
Play Four Dia;febrero 20, 2013;Número;5587;Favorito;1403
Play Four Noche;febrero 20, 2013;Número;4306;Favorito;7351
Valle;febrero 20, 2013;Número;9908;Favorito;5316;Serie;077;Plan de premios;Secos
Astro Luna;febrero 21, 2013;Número;8923;Favorito;1265;Signo;Piscis;Signo Favorito;Geminis
Astro Sol;febrero 21, 2013;Número;2925;Favorito;7830;Signo;Piscis;Signo Favorito;Cancer
Bogotá;febrero 21, 2013;Número;0603;Favorito;4857;Serie;143;Plan de premios;Secos
Cafeterito Noche;febrero 21, 2013;Número;5568;Favorito;7604
Cafeterito Tarde;febrero 21, 2013;Número;7264;Favorito;1802
Cash Dia;febrero 21, 2013;Número;866;Favorito;8235
Cash Noche;febrero 21, 2013;Número;282;Favorito;8914
Chontico Día;febrero 21, 2013;Número;5812;Favorito;3041
Chontico Noche;febrero 21, 2013;Número;7903;Favorito;1702
Cuyabrito;febrero 21, 2013;Número;3535;Favorito;3206
Dorado Dia;febrero 21, 2013;Número;1038;Favorito;3715
Dorado Tarde;febrero 21, 2013;Número;9749;Favorito;3560
Paisita 1;febrero 21, 2013;Número;2573;Favorito;9267
Paisita 2;febrero 21, 2013;Número;9744;Favorito;3129
Pijao;febrero 21, 2013;Número;7556;Favorito;2918
Play Four Dia;febrero 21, 2013;Número;2127;Favorito;1403
Play Four Noche;febrero 21, 2013;Número;2431;Favorito;0735
Quindio;febrero 21, 2013;Número;4490;Favorito;8592;Serie;057;Plan de premios;Secos
Astro Luna;febrero 22, 2013;Número;7546;Favorito;8125;Signo;Sagitario;Signo Favorito;Geminis
Astro Sol;febrero 22, 2013;Número;2782;Favorito;7830;Signo;Aries;Signo Favorito;Cancer
Cafeterito Noche;febrero 22, 2013;Número;3122;Favorito;7604
Cafeterito Tarde;febrero 22, 2013;Número;2169;Favorito;1802
Cash Dia;febrero 22, 2013;Número;699;Favorito;8235
Cash Noche;febrero 22, 2013;Número;195;Favorito;8914
Chontico Día;febrero 22, 2013;Número;4669;Favorito;3041
Chontico Noche;febrero 22, 2013;Número;7509;Favorito;1702
Cuyabrito;febrero 22, 2013;Número;4062;Favorito;8306
Dorado Dia;febrero 22, 2013;Número;2205;Favorito;2371
Dorado Tarde;febrero 22, 2013;Número;6094;Favorito;3560
Medellin;febrero 22, 2013;Número;3378;Favorito;1975;Serie;147;Plan de premios;Secos
Paisita 1;febrero 22, 2013;Número;3779;Favorito;1267
Paisita 2;febrero 22, 2013;Número;9709;Favorito;8312
Pijao;febrero 22, 2013;Número;9376;Favorito;2918
Play Four Dia;febrero 22, 2013;Número;8513;Favorito;6140
Play Four Noche;febrero 22, 2013;Número;4290;Favorito;2735
Risaralda;febrero 22, 2013;Número;1956;Favorito;9503;Serie;035;Plan de premios;Secos
Astro Luna;febrero 23, 2013;Número;5570;Favorito;8125;Signo;Cancer;Signo Favorito;Geminis
Astro Sol;febrero 23, 2013;Número;5418;Favorito;9730;Signo;Aries;Signo Favorito;Cancer
Boyaca;febrero 23, 2013;Número;4130;Favorito;9187;Serie;045;Plan de premios;Secos
Cafeterito Noche;febrero 23, 2013;Número;1284;Favorito;9760
Cafeterito Tarde;febrero 23, 2013;Número;1434;Favorito;1802
Cash Dia;febrero 23, 2013;Número;316;Favorito;8235
Cash Noche;febrero 23, 2013;Número;436;Favorito;8914
Cauca;febrero 23, 2013;Número;9780;Favorito;6975;Serie;085;Plan de premios;Secos
Chontico Día;febrero 23, 2013;Número;9033;Favorito;5041
Chontico Noche;febrero 23, 2013;Número;9442;Favorito;6170
Cuyabrito;febrero 23, 2013;Número;1745;Favorito;8306
Dorado Dia;febrero 23, 2013;Número;3176;Favorito;2371
Dorado Noche;febrero 23, 2013;Número;5362;Favorito;3790
Dorado Tarde;febrero 23, 2013;Número;2055;Favorito;8360
Paisa Lotto;febrero 23, 2013;Número;3796;Favorito;3240
Paisita 1;febrero 23, 2013;Número;6105;Favorito;1267
Paisita 2;febrero 23, 2013;Número;4838;Favorito;7312
Pijao;febrero 23, 2013;Número;2108;Favorito;3291
Play Four Dia;febrero 23, 2013;Número;8182;Favorito;6140
Play Four Noche;febrero 23, 2013;Número;4874;Favorito;2735
Astro Luna;febrero 24, 2013;Número;4188;Favorito;7125;Signo;Leo;Signo Favorito;Geminis
Cafeterito Noche;febrero 24, 2013;Número;3702;Favorito;9760
Cash Dia;febrero 24, 2013;Número;120;Favorito;8235
Cash Noche;febrero 24, 2013;Número;319;Favorito;7814
Chontico Noche;febrero 24, 2013;Número;5684;Favorito;6170
Cuyabrito;febrero 24, 2013;Número;2973;Favorito;4806
Dorado Noche;febrero 24, 2013;Número;3298;Favorito;3790
Paisita 1;febrero 24, 2013;Número;2268;Favorito;1267
Paisita 2;febrero 24, 2013;Número;2315;Favorito;7312
Pijao;febrero 24, 2013;Número;2843;Favorito;0291
Play Four Dia;febrero 24, 2013;Número;5359;Favorito;6140
Play Four Noche;febrero 24, 2013;Número;6962;Favorito;9735
Astro Luna;febrero 25, 2013;Número;5372;Favorito;4715;Signo;Sagitario;Signo Favorito;Geminis
Astro Sol;febrero 25, 2013;Número;8099;Favorito;4730;Signo;Aries;Signo Favorito;Cancer
Cafeterito Noche;febrero 25, 2013;Número;8955;Favorito;9760
Cafeterito Tarde;febrero 25, 2013;Número;0763;Favorito;1802
Cash Dia;febrero 25, 2013;Número;442;Favorito;7835
Cash Noche;febrero 25, 2013;Número;610;Favorito;7814
Chontico Día;febrero 25, 2013;Número;8328;Favorito;5041
Chontico Noche;febrero 25, 2013;Número;0008;Favorito;6170
Cundinam;febrero 25, 2013;Número;0585;Favorito;2819;Serie;056;Plan de premios;Secos
Cuyabrito;febrero 25, 2013;Número;0730;Favorito;1486
Dorado Dia;febrero 25, 2013;Número;9880;Favorito;2371
Dorado Tarde;febrero 25, 2013;Número;2125;Favorito;8360
Paisita 1;febrero 25, 2013;Número;1317;Favorito;0126
Paisita 2;febrero 25, 2013;Número;7084;Favorito;7312
Pijao;febrero 25, 2013;Número;0355;Favorito;0291
Play Four Dia;febrero 25, 2013;Número;5877;Favorito;6140
Play Four Noche;febrero 25, 2013;Número;1595;Favorito;8973
Tolima;febrero 25, 2013;Número;7697;Favorito;1632;Serie;077;Plan de premios;Secos
Astro Luna;febrero 26, 2013;Número;5508;Favorito;4715;Signo;Geminis;Signo Favorito;Libra
Astro Sol;febrero 26, 2013;Número;7056;Favorito;4730;Signo;Virgo;Signo Favorito;Cancer
Cafeterito Noche;febrero 26, 2013;Número;6375;Favorito;9760
Cafeterito Tarde;febrero 26, 2013;Número;5981;Favorito;7802
Cash Dia;febrero 26, 2013;Número;523;Favorito;1785
Cash Noche;febrero 26, 2013;Número;147;Favorito;3814
Chontico Día;febrero 26, 2013;Número;2114;Favorito;7501
Chontico Noche;febrero 26, 2013;Número;2139;Favorito;6170
Cruz Roja;febrero 26, 2013;Número;2555;Favorito;0167;Serie;011;Plan de premios;Secos
Cuyabrito;febrero 26, 2013;Número;0263;Favorito;1486
Dorado Dia;febrero 26, 2013;Número;7956;Favorito;2371
Dorado Tarde;febrero 26, 2013;Número;6223;Favorito;1860
Huila;febrero 26, 2013;Número;5100;Favorito;3582;Serie;008;Plan de premios;Secos
Paisita 1;febrero 26, 2013;Número;5352;Favorito;4016
Paisita 2;febrero 26, 2013;Número;8585;Favorito;7312
Pijao;febrero 26, 2013;Número;5826;Favorito;0291
Play Four Dia;febrero 26, 2013;Número;1809;Favorito;6140
Play Four Noche;febrero 26, 2013;Número;2762;Favorito;8973
Astro Luna;febrero 27, 2013;Número;1610;Favorito;4715;Signo;Capricornio;Signo Favorito;Libra
Astro Sol;febrero 27, 2013;Número;8584;Favorito;1730;Signo;Libra;Signo Favorito;Cancer
Cafeterito Noche;febrero 27, 2013;Número;9422;Favorito;9760
Cafeterito Tarde;febrero 27, 2013;Número;2450;Favorito;6782
Cash Dia;febrero 27, 2013;Número;400;Favorito;1785
Cash Noche;febrero 27, 2013;Número;895;Favorito;3814
Chontico Día;febrero 27, 2013;Número;7837;Favorito;6501
Chontico Noche;febrero 27, 2013;Número;6484;Favorito;6170
Cuyabrito;febrero 27, 2013;Número;7933;Favorito;1486
Dorado Dia;febrero 27, 2013;Número;3098;Favorito;2371
Dorado Tarde;febrero 27, 2013;Número;9291;Favorito;2860
Manizales;febrero 27, 2013;Número;9605;Favorito;4198;Serie;056;Plan de premios;Secos
Meta;febrero 27, 2013;Número;6778;Favorito;0924;Serie;082;Plan de premios;Secos
Paisita 1;febrero 27, 2013;Número;1971;Favorito;3406
Paisita 2;febrero 27, 2013;Número;3360;Favorito;7312
Pijao;febrero 27, 2013;Número;9671;Favorito;7029
Play Four Dia;febrero 27, 2013;Número;5308;Favorito;6140
Play Four Noche;febrero 27, 2013;Número;9852;Favorito;8973
Valle;febrero 27, 2013;Número;7592;Favorito;5316;Serie;008;Plan de premios;Secos
Astro Luna;febrero 28, 2013;Número;3398;Favorito;4715;Signo;Aries;Signo Favorito;Libra
Astro Sol;febrero 28, 2013;Número;7486;Favorito;1730;Signo;Geminis;Signo Favorito;Cancer
Bogotá;febrero 28, 2013;Número;2333;Favorito;4857;Serie;158;Plan de premios;Secos
Cafeterito Noche;febrero 28, 2013;Número;6874;Favorito;9760
Cafeterito Tarde;febrero 28, 2013;Número;2055;Favorito;6782
Cash Dia;febrero 28, 2013;Número;803;Favorito;1785
Cash Noche;febrero 28, 2013;Número;791;Favorito;2384
Chontico Día;febrero 28, 2013;Número;8754;Favorito;6501
Chontico Noche;febrero 28, 2013;Número;6317;Favorito;5610
Cuyabrito;febrero 28, 2013;Número;4152;Favorito;1486
Dorado Dia;febrero 28, 2013;Número;9987;Favorito;4231
Dorado Tarde;febrero 28, 2013;Número;0489;Favorito;2860
Paisita 1;febrero 28, 2013;Número;0575;Favorito;3406
Paisita 2;febrero 28, 2013;Número;6058;Favorito;7312
Pijao;febrero 28, 2013;Número;7769;Favorito;4702
Play Four Dia;febrero 28, 2013;Número;6152;Favorito;6140
Play Four Noche;febrero 28, 2013;Número;7059;Favorito;6873
Quindio;febrero 28, 2013;Número;1679;Favorito;6852;Serie;070;Plan de premios;Secos
Astro Luna;marzo 01, 2013;Número;1467;Favorito;9415;Signo;Aries;Signo Favorito;Libra
Astro Sol;marzo 01, 2013;Número;6722;Favorito;1730;Signo;Aries;Signo Favorito;Cancer
Cafeterito Noche;marzo 01, 2013;Número;5524;Favorito;9760
Cafeterito Tarde;marzo 01, 2013;Número;9193;Favorito;6782
Cash Dia;marzo 01, 2013;Número;204;Favorito;1785
Cash Noche;marzo 01, 2013;Número;810;Favorito;2384
Chontico Día;marzo 01, 2013;Número;6796;Favorito;2501
